student_id,month,attendance_pct,avg_score,ai_usage_hours,performance_delta,engagement_score
279,Jan,71.57,78.97,17.81,1.06,64.32
279,Feb,70.8,80.06,1.58,2.15,44.38
279,Mar,71.76,81.23,13.58,3.32,59.35
279,Apr,71.92,82.47,13.11,4.56,58.89
279,May,72.3,83.58,3.22,5.67,47.24
279,Jun,73.13,84.02,7.42,6.11,52.78
279,Jul,73.77,85.02,9.27,7.11,55.39
279,Aug,74.39,84.82,4.11,6.91,49.57
279,Sep,73.55,86.71,7.69,8.8,53.35
279,Oct,70.92,88.38,11.5,10.47,56.36
279,Nov,70.93,90.04,16.88,12.13,62.81
279,Dec,70.78,90.98,3.9,13.07,47.15
280,Jan,80.63,69.96,7.56,1.33,57.44
280,Feb,82.22,70.19,5.39,1.56,55.8
280,Mar,84.33,71.09,10.43,2.47,63.11
280,Apr,84.5,71.45,7.42,2.82,59.6
280,May,84.81,73.26,18.79,4.63,73.44
280,Jun,84.99,74.69,9.56,6.06,62.47
280,Jul,85.07,73.81,11.36,5.18,64.67
280,Aug,84.3,74.04,8.6,5.41,60.9
280,Sep,85.07,73.56,1.29,4.93,52.59
280,Oct,85.98,73.22,13.57,4.59,67.87
280,Nov,84.75,73.81,5.96,5.19,58.01
280,Dec,86.32,73.73,10.6,5.1,64.51
281,Jan,71.17,64.0,10.49,0.96,55.29
281,Feb,70.68,65.83,22.97,2.79,69.97
281,Mar,71.57,65.48,13.21,2.44,58.79
281,Apr,72.38,66.18,7.57,3.13,52.51
281,May,73.07,66.37,3.64,3.32,48.21
281,Jun,74.1,67.64,9.87,4.59,56.3
281,Jul,75.13,70.18,25.17,7.13,75.28
281,Aug,73.88,70.3,8.64,7.25,54.69
281,Sep,75.35,70.86,11.56,7.81,59.08
281,Oct,75.44,71.03,7.73,7.99,54.54
281,Nov,75.3,72.16,6.43,9.11,52.9
281,Dec,77.1,73.31,7.52,10.26,55.29
282,Jan,86.91,74.23,14.73,1.52,69.82
282,Feb,87.78,74.56,6.22,1.85,60.13
282,Mar,88.93,77.06,28.44,4.35,87.48
282,Apr,87.06,77.69,19.53,4.98,75.67
282,May,87.81,77.51,5.31,4.8,59.05
282,Jun,87.46,77.7,1.28,4.98,54.02
282,Jul,87.11,79.08,11.61,6.37,66.2
282,Aug,87.02,79.38,4.79,6.66,57.97
282,Sep,86.31,80.36,20.03,7.64,75.82
282,Oct,88.36,79.85,6.85,7.14,61.24
282,Nov,88.18,82.03,16.14,9.31,72.28
282,Dec,88.21,81.85,4.06,9.13,57.8
283,Jan,71.82,75.76,7.24,1.25,51.78
283,Feb,71.16,76.07,2.62,1.55,45.85
283,Mar,71.11,76.07,0.68,1.56,43.48
283,Apr,72.7,76.74,14.84,2.23,61.42
283,May,74.51,79.22,8.81,4.7,55.28
283,Jun,75.83,81.35,20.65,6.84,70.28
283,Jul,76.12,81.82,5.44,7.3,52.2
283,Aug,75.95,81.81,9.67,7.29,57.17
283,Sep,75.76,81.95,2.51,7.44,48.47
283,Oct,77.83,83.59,2.34,9.08,49.5
283,Nov,78.93,84.87,8.31,10.35,57.33
283,Dec,78.67,87.11,27.67,12.6,80.4
284,Jan,80.32,56.98,7.54,1.8,57.24
284,Feb,80.62,57.99,11.91,2.81,62.67
284,Mar,80.76,59.56,13.23,4.38,64.33
284,Apr,82.26,59.18,5.88,4.0,56.42
284,May,82.2,58.87,10.92,3.69,62.42
284,Jun,81.04,58.17,9.58,2.99,60.12
284,Jul,80.38,59.81,8.4,4.63,58.3
284,Aug,81.53,60.67,10.57,5.49,61.6
284,Sep,83.32,60.4,9.98,5.22,61.97
284,Oct,84.0,60.75,15.73,5.57,69.27
284,Nov,85.49,61.33,7.38,6.15,60.15
284,Dec,84.35,60.64,4.68,5.46,56.23
285,Jan,80.39,69.99,5.58,0.21,54.93
285,Feb,80.28,72.24,24.81,2.46,77.94
285,Mar,80.15,72.11,16.06,2.33,67.35
285,Apr,81.34,73.79,9.64,4.01,60.37
285,May,80.69,74.22,2.92,4.44,51.92
285,Jun,81.08,74.38,14.34,4.6,65.85
285,Jul,82.15,74.58,1.55,4.8,51.15
285,Aug,81.92,73.9,3.39,4.12,53.22
285,Sep,80.58,73.12,8.44,3.34,58.47
285,Oct,80.43,73.53,3.93,3.75,52.98
285,Nov,80.95,74.63,8.29,4.85,58.52
285,Dec,81.18,74.18,4.97,4.41,54.67
286,Jan,74.51,70.49,6.96,-0.12,53.07
286,Feb,74.84,71.61,2.95,1.0,48.44
286,Mar,75.82,72.05,4.46,1.44,50.84
286,Apr,76.27,73.02,13.28,2.41,61.69
286,May,76.89,72.12,6.08,1.51,53.43
286,Jun,76.31,73.06,12.19,2.45,60.41
286,Jul,76.83,72.49,12.82,1.88,61.48
286,Aug,76.21,72.45,17.03,1.85,66.16
286,Sep,78.87,71.2,8.42,0.59,57.43
286,Oct,77.41,71.84,14.01,1.23,63.26
286,Nov,76.42,72.72,9.9,2.12,57.73
286,Dec,77.05,73.84,18.52,3.23,68.46
287,Jan,81.61,64.02,3.35,1.4,52.99
287,Feb,80.45,64.77,2.12,2.15,50.81
287,Mar,81.9,65.67,16.32,3.05,68.72
287,Apr,82.25,66.76,6.79,4.14,57.49
287,May,82.88,66.35,5.05,3.73,55.79
287,Jun,83.84,65.68,4.9,3.06,56.19
287,Jul,82.35,68.23,31.48,5.61,87.18
287,Aug,82.0,68.95,13.1,6.33,64.92
287,Sep,83.13,69.63,13.47,7.02,66.04
287,Oct,83.83,67.93,1.77,5.31,52.42
287,Nov,83.96,68.09,8.87,5.47,61.01
287,Dec,84.89,69.52,14.4,6.9,68.21
288,Jan,75.29,74.77,2.42,-1.23,48.08
288,Feb,76.06,73.84,10.51,-2.17,58.25
288,Mar,75.98,75.97,15.23,-0.04,63.86
288,Apr,76.24,76.54,5.96,0.53,52.9
288,May,77.83,76.55,14.21,0.54,63.76
288,Jun,79.44,75.91,8.47,-0.1,57.83
288,Jul,79.25,75.61,5.89,-0.4,54.62
288,Aug,78.24,75.93,5.45,-0.07,53.48
288,Sep,79.88,76.77,4.17,0.77,52.94
288,Oct,82.9,75.31,1.11,-0.7,51.08
288,Nov,83.69,77.72,9.75,1.72,61.91
288,Dec,85.23,78.99,13.12,2.99,66.88
289,Jan,83.53,63.59,1.49,-0.21,51.91
289,Feb,83.58,63.04,3.52,-0.76,54.37
289,Mar,85.11,64.22,14.28,0.42,68.2
289,Apr,84.87,63.67,8.31,-0.13,60.9
289,May,85.07,64.58,14.68,0.78,68.66
289,Jun,85.46,65.29,5.34,1.49,57.68
289,Jul,86.65,65.71,20.96,1.91,77.14
289,Aug,87.86,67.35,13.39,3.56,68.78
289,Sep,86.96,68.68,8.28,4.88,62.12
289,Oct,88.14,68.36,5.65,4.56,59.66
289,Nov,88.96,68.61,1.14,4.81,54.74
289,Dec,87.77,69.88,15.41,6.09,71.15
290,Jan,67.34,66.6,2.98,0.59,43.97
290,Feb,66.85,67.1,8.16,1.1,49.9
290,Mar,66.89,68.09,5.58,2.08,46.83
290,Apr,67.2,69.0,9.65,2.99,51.9
290,May,69.38,70.27,16.95,4.26,61.97
290,Jun,69.08,71.63,16.5,5.63,61.24
290,Jul,69.94,71.66,2.96,5.65,45.52
290,Aug,70.72,72.47,4.47,6.46,47.8
290,Sep,71.7,73.58,6.51,7.57,50.84
290,Oct,72.46,74.49,17.3,8.48,64.23
290,Nov,72.72,75.91,7.74,9.9,52.92
290,Dec,74.53,76.28,3.68,10.28,49.13
291,Jan,79.81,63.56,1.56,-0.05,49.76
291,Feb,81.2,64.23,8.56,0.61,58.99
291,Mar,82.5,63.67,7.44,0.05,58.42
291,Apr,83.09,64.61,6.1,1.0,57.18
291,May,84.81,64.91,13.86,1.29,67.52
291,Jun,85.11,67.22,42.6,3.61,100.0
291,Jul,85.47,66.78,15.47,3.17,69.85
291,Aug,83.88,65.94,14.84,2.33,68.13
291,Sep,82.51,66.09,9.48,2.47,60.88
291,Oct,83.04,64.42,12.15,0.81,64.4
291,Nov,81.28,64.08,5.77,0.47,55.69
291,Dec,81.76,64.35,11.7,0.74,63.09
292,Jan,91.57,66.39,1.08,1.27,56.23
292,Feb,92.89,66.66,8.57,1.53,66.02
292,Mar,93.93,66.95,5.21,1.83,62.61
292,Apr,94.33,68.33,2.21,3.21,59.25
292,May,95.84,66.88,2.1,1.76,60.03
292,Jun,96.03,67.15,7.18,2.02,66.23
292,Jul,97.07,68.44,6.99,3.32,66.64
292,Aug,97.7,69.59,17.1,4.46,79.15
292,Sep,97.15,70.66,15.83,5.53,77.29
292,Oct,96.32,71.43,2.49,6.3,60.78
292,Nov,96.96,71.2,5.97,6.07,65.34
292,Dec,95.93,71.41,8.64,6.28,67.92
293,Jan,71.73,56.94,16.26,0.71,62.54
293,Feb,72.83,57.18,7.36,0.95,52.53
293,Mar,71.57,56.32,2.69,0.09,46.17
293,Apr,73.62,57.9,11.1,1.67,57.49
293,May,74.64,59.23,18.17,3.0,66.59
293,Jun,76.65,60.2,4.16,3.97,50.99
293,Jul,77.37,60.98,15.36,4.75,64.86
293,Aug,77.93,62.99,21.39,6.76,72.42
293,Sep,75.3,64.95,6.26,8.72,52.7
293,Oct,76.56,65.3,4.01,9.07,50.75
293,Nov,77.31,65.18,14.2,8.95,63.43
293,Dec,77.41,66.11,16.16,9.88,65.84
294,Jan,74.3,53.91,8.46,0.43,54.73
294,Feb,74.55,54.95,28.23,1.47,78.61
294,Mar,74.3,55.26,18.91,1.78,67.27
294,Apr,75.42,55.8,6.67,2.32,53.25
294,May,77.23,55.86,4.26,2.38,51.45
294,Jun,76.19,55.53,10.22,2.05,57.97
294,Jul,78.15,55.77,4.75,2.29,52.58
294,Aug,78.48,57.25,3.89,3.77,51.75
294,Sep,78.5,57.74,11.48,4.27,60.88
294,Oct,78.31,58.94,7.07,5.46,55.46
294,Nov,78.68,59.49,17.59,6.01,68.31
294,Dec,78.7,61.08,14.47,7.61,64.59
295,Jan,83.26,78.78,24.01,1.03,78.77
295,Feb,82.39,79.98,11.01,2.22,62.64
295,Mar,80.88,80.97,12.71,3.21,63.78
295,Apr,81.67,81.77,5.48,4.01,55.58
295,May,80.98,83.43,3.4,5.67,52.67
295,Jun,81.02,83.25,9.8,5.49,60.37
295,Jul,80.53,82.3,4.42,4.54,53.63
295,Aug,81.13,86.11,44.06,8.35,100.0
295,Sep,80.65,85.62,5.76,7.86,55.3
295,Oct,80.42,88.07,14.59,10.31,65.76
295,Nov,80.69,90.15,11.69,12.4,62.45
295,Dec,80.94,91.39,19.87,13.64,72.41
296,Jan,80.81,59.16,18.5,0.93,70.68
296,Feb,80.73,59.33,2.27,1.1,51.16
296,Mar,79.61,60.2,13.67,1.98,64.16
296,Apr,81.07,60.19,3.68,1.97,53.06
296,May,81.2,60.43,4.98,2.21,54.7
296,Jun,82.07,59.86,5.41,1.64,55.74
296,Jul,83.22,59.79,3.04,1.56,53.58
296,Aug,83.76,61.73,28.28,3.5,84.19
296,Sep,82.76,61.88,1.07,3.65,50.94
296,Oct,82.97,61.32,4.21,3.1,54.84
296,Nov,81.83,59.67,9.65,1.45,60.67
296,Dec,81.41,60.41,6.6,2.18,56.77
297,Jan,82.85,55.31,8.21,-1.76,59.57
297,Feb,86.54,55.81,7.59,-1.26,61.04
297,Mar,87.85,55.62,17.73,-1.45,73.99
297,Apr,89.12,55.71,2.65,-1.35,56.66
297,May,89.73,56.71,12.98,-0.36,69.41
297,Jun,90.31,57.48,10.21,0.41,66.43
297,Jul,90.22,56.57,2.23,-0.5,56.81
297,Aug,89.51,56.85,17.46,-0.21,74.66
297,Sep,88.19,56.49,2.35,-0.58,55.74
297,Oct,86.09,58.21,19.79,1.14,75.4
297,Nov,86.6,58.45,0.9,1.38,53.04
297,Dec,86.94,58.47,4.27,1.41,57.28
298,Jan,83.53,48.07,1.48,0.29,51.9
298,Feb,82.89,52.1,15.24,4.33,68.02
298,Mar,82.57,52.1,9.34,4.33,60.75
298,Apr,83.31,52.86,13.26,5.08,65.9
298,May,82.83,54.04,8.17,6.27,59.5
298,Jun,83.17,54.16,4.39,6.39,55.17
298,Jul,83.84,53.25,8.08,5.47,60.0
298,Aug,83.42,55.32,17.31,7.54,70.83
298,Sep,84.35,55.56,5.37,7.79,57.06
298,Oct,85.14,56.53,16.56,8.75,70.96
298,Nov,85.96,58.01,16.13,10.24,70.93
298,Dec,86.3,57.61,8.62,9.84,62.12
299,Jan,82.38,60.11,3.07,0.22,53.12
299,Feb,83.11,61.37,9.61,1.48,61.4
299,Mar,81.84,61.66,3.87,1.77,53.74
299,Apr,83.12,62.69,4.43,2.8,55.19
299,May,84.78,63.91,4.04,4.03,55.71
299,Jun,84.85,64.92,22.59,5.03,78.02
299,Jul,84.7,64.74,1.66,4.86,52.81
299,Aug,85.78,65.7,3.55,5.82,55.73
299,Sep,84.91,67.35,10.97,7.46,64.11
299,Oct,84.35,68.76,10.0,8.87,62.61
299,Nov,84.87,69.47,13.74,9.58,67.41
299,Dec,83.34,69.38,7.07,9.49,58.48
300,Jan,86.46,54.61,13.8,0.2,68.44
300,Feb,86.06,55.03,8.81,0.62,62.22
300,Mar,87.32,54.46,5.75,0.04,59.29
300,Apr,87.45,54.69,2.28,0.27,55.21
300,May,87.86,56.29,12.4,1.87,67.59
300,Jun,88.97,57.1,4.06,2.68,58.26
300,Jul,88.3,57.31,14.92,2.89,70.88
300,Aug,88.96,57.77,5.77,3.35,60.3
300,Sep,90.53,57.64,6.81,3.22,62.49
300,Oct,92.44,55.89,5.46,1.47,62.02
300,Nov,93.27,56.92,9.14,2.5,66.93
300,Dec,97.09,58.0,10.52,3.59,70.88
301,Jan,80.19,78.25,12.87,0.11,63.56
301,Feb,79.42,80.21,15.97,2.07,66.81
301,Mar,81.04,81.25,9.76,3.11,60.34
301,Apr,81.03,81.8,10.92,3.67,61.73
301,May,81.19,82.5,16.24,4.37,68.2
301,Jun,81.32,84.25,15.53,6.11,67.43
301,Jul,82.35,85.77,4.74,7.63,55.09
301,Aug,83.59,86.52,11.46,8.38,63.91
301,Sep,82.07,86.23,5.38,8.09,55.7
301,Oct,82.14,88.74,12.72,10.61,64.55
301,Nov,81.8,89.09,10.82,10.96,62.06
301,Dec,80.97,88.57,7.82,10.43,57.96
302,Jan,77.06,72.56,10.2,-0.52,58.48
302,Feb,76.2,72.36,12.42,-0.72,60.63
302,Mar,78.52,72.8,10.87,-0.28,60.15
302,Apr,79.15,72.78,7.01,-0.3,55.9
302,May,79.27,71.89,4.67,-1.18,53.16
302,Jun,80.4,73.44,11.55,0.36,62.1
302,Jul,80.55,73.06,6.52,-0.01,56.16
302,Aug,81.26,74.58,5.0,1.5,54.75
302,Sep,81.08,75.66,23.11,2.58,76.38
302,Oct,80.68,77.56,5.99,4.48,55.6
302,Nov,81.45,78.96,23.09,5.88,76.58
302,Dec,80.66,81.34,14.52,8.26,65.82
303,Jan,84.81,61.16,1.86,1.67,53.11
303,Feb,83.85,61.58,6.5,2.08,58.1
303,Mar,83.74,63.02,20.74,3.53,75.13
303,Apr,82.57,64.97,28.04,5.48,83.19
303,May,82.12,66.34,8.37,6.84,59.31
303,Jun,84.18,66.4,15.22,6.9,68.77
303,Jul,86.2,65.6,1.36,6.11,53.35
303,Aug,86.98,66.66,3.39,7.17,56.25
303,Sep,87.21,69.17,14.11,9.68,69.26
303,Oct,85.76,70.47,8.29,10.97,61.41
303,Nov,85.99,70.91,4.12,11.42,56.54
303,Dec,88.41,72.43,8.92,12.93,63.75
304,Jan,90.67,84.7,12.66,1.68,69.59
304,Feb,90.56,84.76,2.67,1.74,57.54
304,Mar,90.65,84.74,7.55,1.72,63.45
304,Apr,90.92,84.97,17.56,1.95,75.62
304,May,92.55,87.07,17.34,4.05,76.34
304,Jun,91.49,88.28,8.23,5.26,64.77
304,Jul,90.43,88.14,7.22,5.12,62.92
304,Aug,90.88,88.68,3.25,5.66,58.43
304,Sep,92.42,90.15,5.11,7.13,61.58
304,Oct,92.38,89.84,7.09,6.82,63.93
304,Nov,92.94,89.54,13.08,6.52,71.46
304,Dec,93.96,89.38,8.22,6.36,66.24
305,Jan,78.6,75.29,23.71,2.44,75.61
305,Feb,79.03,75.5,5.53,2.64,54.06
305,Mar,76.88,75.58,6.65,2.73,54.11
305,Apr,78.14,77.77,13.61,4.92,63.22
305,May,77.81,77.51,5.13,4.66,52.85
305,Jun,79.43,77.13,2.68,4.27,50.87
305,Jul,79.42,78.93,21.49,6.08,73.44
305,Aug,80.23,80.18,6.04,7.32,55.39
305,Sep,80.12,80.51,2.03,7.66,50.5
305,Oct,81.39,80.66,8.46,7.8,58.98
305,Nov,82.64,80.53,4.31,7.68,54.76
305,Dec,83.44,82.61,14.96,9.75,68.02
306,Jan,69.86,62.57,9.42,0.17,53.22
306,Feb,71.31,63.32,18.93,0.91,65.51
306,Mar,69.69,63.81,4.63,1.41,47.37
306,Apr,71.1,62.94,8.78,0.54,53.19
306,May,70.46,62.6,17.99,0.2,63.86
306,Jun,71.98,62.67,10.81,0.27,56.16
306,Jul,73.22,63.21,15.39,0.81,62.41
306,Aug,74.26,64.18,10.1,1.78,56.68
306,Sep,74.06,63.31,6.22,0.91,51.9
306,Oct,74.96,64.73,11.89,2.32,59.24
306,Nov,75.74,64.61,8.59,2.21,55.75
306,Dec,76.17,65.33,18.23,2.93,67.58
307,Jan,86.16,45.65,14.68,0.64,69.31
307,Feb,87.87,46.93,3.96,1.93,57.47
307,Mar,87.32,46.82,9.28,1.81,63.53
307,Apr,88.09,47.9,7.42,2.9,61.75
307,May,88.42,49.2,16.54,4.19,72.9
307,Jun,88.07,49.49,8.44,4.49,62.96
307,Jul,89.81,50.88,12.27,5.88,68.61
307,Aug,91.26,50.65,2.8,5.65,58.12
307,Sep,90.84,52.42,19.14,7.42,77.47
307,Oct,90.68,51.67,8.67,6.67,64.81
307,Nov,92.15,51.78,0.99,6.78,56.48
307,Dec,91.16,52.08,13.38,7.08,70.75
308,Jan,77.62,85.2,13.58,1.87,62.86
308,Feb,76.85,84.7,7.37,1.37,54.95
308,Mar,77.15,85.0,7.47,1.67,55.26
308,Apr,75.52,83.82,3.63,0.5,49.67
308,May,77.27,86.44,30.36,3.11,82.8
308,Jun,76.5,85.93,5.26,2.6,52.21
308,Jul,75.3,87.25,20.08,3.92,69.28
308,Aug,75.47,87.82,14.47,4.49,62.65
308,Sep,75.6,88.34,3.42,5.01,49.47
308,Oct,76.38,89.27,17.38,5.94,66.68
308,Nov,78.36,89.69,4.9,6.36,52.9
308,Dec,77.24,90.25,14.54,6.92,63.79
309,Jan,64.6,53.61,13.96,-0.27,55.52
309,Feb,64.01,52.89,12.23,-0.99,53.08
309,Mar,65.58,53.52,11.11,-0.36,52.68
309,Apr,65.04,52.34,14.5,-1.54,56.42
309,May,66.43,53.59,10.74,-0.29,52.75
309,Jun,65.81,53.09,5.43,-0.79,46.0
309,Jul,66.78,53.91,3.04,0.03,43.72
309,Aug,67.15,54.55,8.44,0.67,50.42
309,Sep,68.95,55.62,17.25,1.74,62.06
309,Oct,70.34,53.64,2.87,-0.24,45.65
309,Nov,69.75,54.39,6.33,0.51,49.44
309,Dec,69.73,53.97,6.52,0.08,49.66
310,Jan,83.98,53.39,7.12,1.55,58.93
310,Feb,83.01,54.2,6.71,2.36,57.85
310,Mar,82.88,55.23,16.19,3.39,69.15
310,Apr,82.05,55.41,18.22,3.57,71.09
310,May,83.04,56.49,14.5,4.65,67.22
310,Jun,83.24,57.18,4.64,5.35,55.52
310,Jul,83.21,57.39,8.81,5.55,60.5
310,Aug,80.8,56.99,0.19,5.15,48.71
310,Sep,82.45,57.5,15.8,5.67,68.43
310,Oct,83.89,59.09,4.25,7.25,55.43
310,Nov,83.38,59.19,1.5,7.35,51.82
310,Dec,83.19,60.28,12.04,8.44,64.37
311,Jan,75.1,73.98,13.39,0.8,61.13
311,Feb,73.71,76.2,14.04,3.02,61.07
311,Mar,72.64,76.39,6.25,3.21,51.08
311,Apr,73.68,77.75,5.33,4.57,50.6
311,May,73.64,77.62,8.75,4.44,54.68
311,Jun,71.91,81.13,41.73,7.95,93.22
311,Jul,73.6,82.6,5.55,9.42,50.82
311,Aug,75.69,83.79,9.7,10.6,57.06
311,Sep,74.59,83.3,2.71,10.12,48.0
311,Oct,75.5,84.14,12.03,10.96,59.73
311,Nov,76.31,86.82,20.07,13.64,69.88
311,Dec,75.93,86.4,8.2,13.22,55.39
312,Jan,76.17,83.96,6.77,-0.55,53.82
312,Feb,79.4,85.11,1.94,0.59,49.97
312,Mar,80.84,85.52,8.14,1.0,58.28
312,Apr,81.12,87.34,8.78,2.82,59.21
312,May,81.67,87.39,4.04,2.88,53.85
312,Jun,83.37,87.75,2.42,3.23,52.92
312,Jul,83.31,88.17,14.28,3.65,67.12
312,Aug,83.98,89.53,8.02,5.01,60.01
312,Sep,83.39,91.33,8.31,6.81,60.0
312,Oct,84.16,92.13,15.35,7.61,68.92
312,Nov,85.35,92.07,3.41,7.55,55.3
312,Dec,84.98,92.88,6.7,8.37,59.03
313,Jan,81.55,77.67,5.98,1.59,56.1
313,Feb,83.33,78.51,2.5,2.44,52.99
313,Mar,81.97,79.29,12.85,3.21,64.61
313,Apr,81.53,79.53,12.21,3.46,63.57
313,May,84.04,79.18,3.31,3.11,54.39
313,Jun,84.14,78.22,4.64,2.14,56.05
313,Jul,84.05,78.33,13.78,2.26,66.96
313,Aug,83.37,78.25,6.83,2.18,58.21
313,Sep,81.94,78.64,1.84,2.57,51.36
313,Oct,85.47,80.11,19.42,4.04,74.59
313,Nov,84.31,80.78,19.42,4.7,73.89
313,Dec,84.91,82.49,15.46,6.42,69.5
314,Jan,81.14,67.98,7.16,-1.53,57.28
314,Feb,82.35,69.14,9.12,-0.37,60.36
314,Mar,82.17,69.4,0.2,-0.11,49.54
314,Apr,82.07,70.33,19.62,0.82,72.78
314,May,82.73,71.84,16.25,2.32,69.14
314,Jun,83.04,70.66,13.2,1.15,65.66
314,Jul,80.94,72.15,2.12,2.64,51.11
314,Aug,80.92,72.12,11.33,2.61,62.14
314,Sep,82.18,72.4,5.15,2.89,55.48
314,Oct,82.99,71.49,1.35,1.98,51.42
314,Nov,81.5,73.05,8.47,3.54,59.07
314,Dec,80.93,72.55,7.93,3.04,58.07
315,Jan,83.74,70.95,4.72,1.19,55.9
315,Feb,83.2,71.03,10.02,1.27,61.94
315,Mar,84.31,71.95,0.77,2.19,51.51
315,Apr,83.49,72.85,8.37,3.09,60.14
315,May,84.33,74.32,6.43,4.56,58.31
315,Jun,83.67,75.39,18.06,5.63,71.88
315,Jul,84.57,78.19,12.81,8.43,66.12
315,Aug,83.09,79.09,10.52,9.34,62.47
315,Sep,83.18,81.07,13.8,11.32,66.47
315,Oct,83.13,79.78,3.56,10.03,54.15
315,Nov,85.81,80.45,7.1,10.7,60.0
315,Dec,84.5,81.43,13.31,11.67,66.68
316,Jan,74.29,73.37,16.89,1.54,64.85
316,Feb,73.61,73.83,1.46,2.01,45.92
316,Mar,73.54,75.68,21.96,3.85,70.48
316,Apr,72.33,76.76,9.52,4.94,54.83
316,May,72.94,74.99,2.05,3.16,46.22
316,Jun,73.15,75.65,16.86,3.82,64.12
316,Jul,75.58,75.85,1.43,4.02,47.06
316,Aug,75.99,75.97,4.42,4.14,50.9
316,Sep,75.47,75.77,11.31,3.94,58.86
316,Oct,76.41,76.8,20.08,4.97,69.94
316,Nov,75.73,78.18,15.9,6.35,64.52
316,Dec,76.28,78.65,7.39,6.82,54.63
317,Jan,82.05,70.27,1.84,-0.8,51.44
317,Feb,82.78,71.69,14.0,0.62,66.46
317,Mar,83.41,72.42,18.34,1.35,72.05
317,Apr,83.34,73.87,8.31,2.79,59.98
317,May,82.61,75.56,16.23,4.49,69.04
317,Jun,82.68,76.0,12.39,4.93,64.47
317,Jul,83.83,75.38,7.72,4.31,59.56
317,Aug,85.27,76.38,26.42,5.31,82.86
317,Sep,86.68,77.19,5.96,6.12,59.16
317,Oct,87.55,77.43,13.87,6.36,69.17
317,Nov,87.32,78.07,15.92,7.0,71.5
317,Dec,89.91,79.1,10.85,8.03,66.96
318,Jan,77.38,67.49,9.25,0.24,57.52
318,Feb,77.69,68.28,14.61,1.03,64.15
318,Mar,78.51,69.95,26.51,2.7,78.92
318,Apr,79.65,69.43,3.13,2.18,51.54
318,May,79.65,70.0,2.06,2.75,50.26
318,Jun,79.78,70.98,10.48,3.74,60.44
318,Jul,82.04,71.78,5.38,4.53,55.68
318,Aug,82.28,72.68,27.94,5.43,82.9
318,Sep,82.11,71.64,7.4,4.39,58.14
318,Oct,82.02,73.26,21.83,6.01,75.41
318,Nov,82.74,72.6,2.3,5.35,52.4
318,Dec,82.67,73.33,18.53,6.08,71.84
319,Jan,82.72,66.37,3.61,0.54,53.96
319,Feb,83.47,65.64,7.32,-0.19,58.87
319,Mar,83.38,67.22,9.22,1.38,61.1
319,Apr,84.24,68.03,1.85,2.19,52.76
319,May,84.58,67.3,5.63,1.46,57.5
319,Jun,84.16,68.7,13.19,2.86,66.32
319,Jul,85.84,67.85,5.02,2.02,57.52
319,Aug,88.59,67.67,9.69,1.84,64.78
319,Sep,88.95,68.19,12.43,2.35,68.28
319,Oct,87.47,69.08,15.43,3.24,71.0
319,Nov,86.1,69.38,20.68,3.54,76.47
319,Dec,85.41,70.97,19.76,5.13,74.96
320,Jan,82.51,65.62,7.98,1.12,59.08
320,Feb,83.65,65.7,2.65,1.2,53.37
320,Mar,84.94,65.59,4.75,1.09,56.66
320,Apr,85.14,66.94,7.03,2.44,59.52
320,May,86.64,68.15,19.1,3.65,74.9
320,Jun,86.91,67.74,2.13,3.24,54.7
320,Jul,88.25,70.62,21.14,6.12,78.32
320,Aug,88.93,70.04,1.51,5.54,55.18
320,Sep,89.31,69.73,2.6,5.23,56.71
320,Oct,89.36,69.52,9.74,5.02,65.31
320,Nov,90.54,68.72,4.87,4.22,60.18
320,Dec,91.35,69.49,5.59,4.99,61.52
321,Jan,72.69,59.86,5.82,0.89,50.59
321,Feb,72.96,59.87,4.04,0.9,48.62
321,Mar,74.24,61.14,20.36,2.17,68.97
321,Apr,76.43,62.88,10.63,3.92,58.61
321,May,78.33,63.45,3.73,4.48,51.48
321,Jun,77.55,64.62,9.67,5.65,58.14
321,Jul,79.22,66.41,35.91,7.44,90.63
321,Aug,79.04,65.55,11.24,6.58,60.92
321,Sep,79.0,66.36,11.46,7.39,61.16
321,Oct,78.59,68.51,13.14,9.54,62.92
321,Nov,78.42,68.63,3.99,9.66,51.84
321,Dec,78.75,68.04,6.42,9.07,54.95
322,Jan,86.33,65.33,7.18,2.57,60.41
322,Feb,86.91,65.35,2.96,2.59,55.7
322,Mar,88.15,66.44,14.74,3.68,70.58
322,Apr,87.07,67.21,6.48,4.46,60.02
322,May,86.82,69.19,10.18,6.43,64.31
322,Jun,87.56,70.26,1.36,7.5,54.17
322,Jul,87.15,71.84,10.65,9.09,65.08
322,Aug,86.32,72.77,4.05,10.02,56.64
322,Sep,87.22,73.56,7.92,10.81,61.83
322,Oct,87.76,73.52,4.18,10.77,57.67
322,Nov,88.92,73.8,13.24,11.04,69.24
322,Dec,89.21,72.15,1.66,9.39,55.52
323,Jan,74.08,51.88,5.68,0.42,51.27
323,Feb,74.13,51.48,3.16,0.03,48.27
323,Mar,72.65,51.76,8.91,0.3,54.28
323,Apr,72.68,52.73,3.73,1.28,48.08
323,May,73.24,53.08,5.33,1.62,50.34
323,Jun,74.03,52.85,11.65,1.4,58.4
323,Jul,75.37,56.16,25.53,4.71,75.86
323,Aug,75.0,56.54,18.02,5.08,66.62
323,Sep,76.84,57.84,14.41,6.38,63.39
323,Oct,76.32,58.08,6.78,6.63,53.93
